date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,v_tat,c_tat,canceled_rides_by_customer,canceled_rides_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,payment_method,ride_distance,driver_ratings,customer_rating,vehicle_images,unnamed:_20
2024-07-18 11:54:00,11:54:00,CNR6283590203,Canceled By Driver,CID178005,Ebike,Btm Layout,Yelahanka,,,,Customer was coughing/sick,,,383,,0,,,#NAME?,
2024-07-25 16:46:00,16:46:00,CNR2302580893,Canceled By Driver,CID621028,Prime Suv,Marathahalli,Hulimavu,,,,Customer was coughing/sick,,,849,,0,,,#NAME?,
2024-07-12 04:27:00,4:27:00,CNR3277875571,Canceled By Driver,CID754796,Prime Suv,Langford Town,Bannerghatta Road,,,,Personal & Car related issue,,,208,,0,,,#NAME?,
2024-07-18 11:45:00,11:45:00,CNR7821907073,Canceled By Driver,CID938084,Bike,Jayanagar,Vijayanagar,,,,Personal & Car related issue,,,1406,,0,,,#NAME?,
2024-07-09 19:26:00,19:26:00,CNR1190699459,Canceled By Customer,CID980190,Prime Plus,Tumkur Road,Malleshwaram,,,Driver asked to cancel,,,,2096,,0,,,#NAME?,
2024-07-22 23:09:00,23:09:00,CNR4257028680,Driver Not Found,CID757100,Mini,Frazer Town,Cox Town,,,,,,,453,,0,,,#NAME?,
2024-07-27 03:02:00,3:02:00,CNR3313935768,Success,CID959801,Bike,Sarjapur Road,Ulsoor,294.0,130.0,,,No,,786,Upi,46,3.5,3.8,#NAME?,
2024-07-12 18:33:00,18:33:00,CNR9950194787,Success,CID259427,Ebike,Rt Nagar,Koramangala,259.0,90.0,,,No,,673,Cash,35,4.3,4.4,#NAME?,
2024-07-19 15:16:00,15:16:00,CNR7052453671,Canceled By Driver,CID249277,Prime Plus,Magadi Road,Ulsoor,,,,Personal & Car related issue,,,254,,0,,,#NAME?,
2024-07-05 15:51:00,15:51:00,CNR7715629085,Success,CID838663,Prime Plus,Btm Layout,Hsr Layout,42.0,80.0,,,No,,201,Cash,1,3.4,4.7,#NAME?,
2024-07-02 20:10:00,20:10:00,CNR4433932509,Canceled By Driver,CID462083,Ebike,Chickpet,Rajarajeshwari Nagar,,,,More than permitted people in there,,,108,,0,,,#NAME?,
2024-07-27 06:23:00,6:23:00,CNR8946551669,Success,CID539883,Prime Sedan,Magadi Road,Padmanabhanagar,238.0,80.0,,,No,,311,Cash,40,3.0,4.1,#NAME?,
2024-07-09 20:30:00,20:30:00,CNR4148656933,Canceled By Driver,CID794729,Mini,Bannerghatta Road,Langford Town,,,,Customer related issue,,,235,,0,,,#NAME?,
2024-07-26 21:55:00,21:55:00,CNR1430250694,Success,CID479722,Auto,Hennur,Varthur,203.0,145.0,,,No,,756,Cash,17,4.3,4.2,#NAME?,
2024-07-11 16:39:00,16:39:00,CNR5190179785,Driver Not Found,CID730786,Ebike,Tumkur Road,Sarjapur Road,,,,,,,404,,0,,,#NAME?,
2024-07-10 09:15:00,9:15:00,CNR8758896374,Success,CID757910,Ebike,Vijayanagar,Kengeri,70.0,100.0,,,No,,730,Upi,40,4.7,4.6,#NAME?,
2024-07-11 08:43:00,8:43:00,CNR1009482583,Success,CID212554,Prime Suv,Jayanagar,Electronic City,63.0,95.0,,,No,,1865,Upi,45,3.0,3.1,#NAME?,
2024-07-21 02:10:00,2:10:00,CNR3019441798,Success,CID361534,Prime Suv,Shivajinagar,Whitefield,196.0,105.0,,,No,,372,Cash,21,3.3,4.4,#NAME?,
2024-07-06 09:05:00,9:05:00,CNR9178683961,Success,CID145937,Ebike,Kr Puram,Banashankari,140.0,55.0,,,No,,338,Cash,32,4.4,3.9,#NAME?,
2024-07-11 06:59:00,6:59:00,CNR6676941921,Success,CID523850,Bike,Jayanagar,Shantinagar,266.0,135.0,,,No,,364,Cash,2,4.4,4.2,#NAME?,
2024-07-09 18:58:00,18:58:00,CNR8175455511,Success,CID513401,Mini,Marathahalli,Btm Layout,238.0,85.0,,,No,,878,Upi,33,4.2,4.3,#NAME?,
2024-07-18 20:12:00,20:12:00,CNR6296621765,Canceled By Driver,CID844567,Prime Sedan,Banashankari,Magadi Road,,,,Personal & Car related issue,,,252,,0,,,#NAME?,
2024-07-14 10:26:00,10:26:00,CNR8174686716,Success,CID801064,Prime Plus,Hennur,Bannerghatta Road,196.0,75.0,,,No,,622,Cash,48,3.4,3.3,#NAME?,
2024-07-10 11:53:00,11:53:00,CNR9613701240,Canceled By Driver,CID321335,Mini,Kammanahalli,Rajarajeshwari Nagar,,,,Customer was coughing/sick,,,305,,0,,,#NAME?,
2024-07-27 15:33:00,15:33:00,CNR8807134653,Success,CID293092,Mini,Electronic City,Whitefield,182.0,80.0,,,No,,499,Upi,36,3.4,4.3,#NAME?,
2024-07-10 18:23:00,18:23:00,CNR7877582832,Success,CID321993,Prime Sedan,Devanahalli,Marathahalli,273.0,60.0,,,No,,267,Cash,4,3.4,4.4,#NAME?,
2024-07-12 06:57:00,6:57:00,CNR8740488114,Success,CID459139,Prime Sedan,Shantinagar,Sahakar Nagar,259.0,130.0,,,No,,424,Cash,7,4.7,4.2,#NAME?,
2024-07-20 08:30:00,8:30:00,CNR8328305899,Success,CID319223,Mini,Hosur Road,Cox Town,91.0,130.0,,,No,,451,Upi,8,3.9,4.6,#NAME?,
2024-07-09 15:55:00,15:55:00,CNR8158730599,Success,CID783192,Prime Suv,Peenya,Btm Layout,147.0,55.0,,,No,,735,Upi,11,3.3,3.1,#NAME?,
2024-07-02 13:42:00,13:42:00,CNR9290211189,Success,CID187073,Mini,Kengeri,Majestic,105.0,100.0,,,No,,236,Upi,15,3.7,3.8,#NAME?,
2024-07-02 16:44:00,16:44:00,CNR5376393577,Success,CID301100,Ebike,Malleshwaram,Hebbal,301.0,60.0,,,No,,209,Debit Card,33,3.7,3.2,#NAME?,
2024-07-29 08:10:00,8:10:00,CNR2565679826,Success,CID629851,Prime Plus,Sarjapur Road,Marathahalli,301.0,85.0,,,No,,832,Cash,47,4.4,3.4,#NAME?,
2024-07-22 21:20:00,21:20:00,CNR6262741032,Success,CID670609,Prime Sedan,Frazer Town,Padmanabhanagar,189.0,125.0,,,No,,273,Cash,47,4.0,3.3,#NAME?,
2024-07-20 06:30:00,6:30:00,CNR9301227435,Success,CID383647,Mini,Indiranagar,Hennur,154.0,145.0,,,No,,414,Cash,4,4.4,3.5,#NAME?,
2024-07-02 11:56:00,11:56:00,CNR4533916776,Success,CID360799,Bike,Malleshwaram,Padmanabhanagar,42.0,85.0,,,No,,339,Upi,9,4.9,3.7,#NAME?,
2024-07-08 09:49:00,9:49:00,CNR2871677710,Success,CID571777,Prime Sedan,Ulsoor,Rt Nagar,210.0,25.0,,,No,,364,Cash,44,4.7,4.3,#NAME?,
2024-07-09 23:24:00,23:24:00,CNR6288561715,Success,CID778217,Prime Plus,Kadugodi,Nagarbhavi,168.0,45.0,,,No,,335,Upi,16,4.6,4.0,#NAME?,
2024-07-22 16:36:00,16:36:00,CNR1297265890,Success,CID794122,Bike,Rajajinagar,Majestic,280.0,120.0,,,No,,289,Upi,33,3.7,4.8,#NAME?,
2024-07-23 10:15:00,10:15:00,CNR2731361557,Canceled By Customer,CID986620,Ebike,Yeshwanthpur,Vijayanagar,,,AC is Not working,,,,383,,0,,,#NAME?,
2024-07-03 01:25:00,1:25:00,CNR1993391082,Success,CID400132,Ebike,Devanahalli,Devanahalli,84.0,135.0,,,No,,496,Cash,10,3.2,4.1,#NAME?,
2024-07-20 05:11:00,5:11:00,CNR1191530715,Canceled By Driver,CID699463,Bike,Ramamurthy Nagar,Varthur,,,,More than permitted people in there,,,315,,0,,,#NAME?,
2024-07-08 03:59:00,3:59:00,CNR2391025559,Success,CID941722,Auto,Kadugodi,Electronic City,49.0,145.0,,,No,,172,Upi,3,4.7,3.3,#NAME?,
2024-07-11 16:08:00,16:08:00,CNR1105948656,Success,CID501581,Mini,Rajajinagar,Magadi Road,196.0,95.0,,,No,,377,Upi,5,4.7,3.5,#NAME?,
2024-07-11 20:00:00,20:00:00,CNR2802366063,Canceled By Customer,CID479819,Prime Plus,Yeshwanthpur,Chickpet,,,Driver asked to cancel,,,,598,,0,,,#NAME?,
2024-07-11 19:14:00,19:14:00,CNR6991374343,Driver Not Found,CID937264,Mini,Sarjapur Road,Jp Nagar,,,,,,,262,,0,,,#NAME?,
2024-07-28 08:43:00,8:43:00,CNR7255651293,Success,CID122313,Prime Sedan,Indiranagar,Kammanahalli,245.0,65.0,,,No,,423,Cash,22,4.2,4.2,#NAME?,
2024-07-10 21:55:00,21:55:00,CNR8793094228,Success,CID733100,Mini,Hebbal,Kr Puram,98.0,65.0,,,No,,2093,Upi,15,4.2,4.4,#NAME?,
2024-07-13 08:04:00,8:04:00,CNR2157554941,Success,CID970302,Mini,Indiranagar,Ramamurthy Nagar,133.0,100.0,,,No,,448,Cash,18,5.0,3.1,#NAME?,
2024-07-23 01:39:00,1:39:00,CNR7722590656,Success,CID468835,Prime Sedan,Langford Town,Hebbal,217.0,105.0,,,No,,389,Cash,37,3.4,3.9,#NAME?,
2024-07-18 13:49:00,13:49:00,CNR6138847019,Driver Not Found,CID980897,Prime Suv,Shivajinagar,Shantinagar,,,,,,,2507,,0,,,#NAME?,
2024-07-23 18:42:00,18:42:00,CNR7680364521,Success,CID410979,Bike,Cox Town,Hosur Road,42.0,55.0,,,No,,191,Upi,1,3.9,3.1,#NAME?,
2024-07-05 04:54:00,4:54:00,CNR5882225025,Canceled By Driver,CID154111,Prime Suv,Hennur,Yelahanka,,,,Customer related issue,,,307,,0,,,#NAME?,
2024-07-10 02:37:00,2:37:00,CNR1437010381,Success,CID183232,Mini,Mg Road,Yeshwanthpur,175.0,75.0,,,No,,906,Upi,17,3.4,4.2,#NAME?,
2024-07-23 00:25:00,0:25:00,CNR1155811297,Success,CID942295,Prime Suv,Rt Nagar,Magadi Road,112.0,115.0,,,Yes,Vehicle Breakdown,186,Credit Card,25,3.6,4.9,#NAME?,
2024-07-18 21:26:00,21:26:00,CNR6137101458,Success,CID505664,Mini,Chamarajpet,Hebbal,280.0,135.0,,,No,,497,Upi,33,4.4,3.6,#NAME?,
2024-07-13 12:46:00,12:46:00,CNR9677594189,Driver Not Found,CID645341,Prime Plus,Hsr Layout,Frazer Town,,,,,,,469,,0,,,#NAME?,
2024-07-18 17:59:00,17:59:00,CNR1889976401,Driver Not Found,CID571604,Auto,Yeshwanthpur,Shantinagar,,,,,,,410,,0,,,#NAME?,
2024-07-26 20:13:00,20:13:00,CNR6688833082,Success,CID119367,Prime Plus,Richmond Town,Varthur,266.0,25.0,,,No,,257,Cash,27,4.2,4.9,#NAME?,
2024-07-10 23:59:00,23:59:00,CNR9169384027,Success,CID712780,Auto,Kr Puram,Basavanagudi,161.0,95.0,,,Yes,Vehicle Breakdown,452,Cash,2,3.4,4.2,#NAME?,
2024-07-27 00:09:00,0:09:00,CNR1465905133,Success,CID686675,Bike,Btm Layout,Marathahalli,301.0,40.0,,,No,,398,Upi,21,4.2,4.3,#NAME?,
2024-07-25 22:53:00,22:53:00,CNR5358837697,Success,CID694678,Auto,Banashankari,Electronic City,280.0,130.0,,,No,,322,Cash,14,4.0,4.1,#NAME?,
2024-07-26 05:06:00,5:06:00,CNR9506588550,Success,CID732381,Mini,Langford Town,Kadugodi,301.0,75.0,,,No,,142,Cash,18,4.7,3.5,#NAME?,
2024-07-12 20:14:00,20:14:00,CNR1501713289,Canceled By Customer,CID496909,Mini,Jayanagar,Padmanabhanagar,,,Wrong Address,,,,348,,0,,,#NAME?,
2024-07-01 02:11:00,2:11:00,CNR3325091670,Canceled By Driver,CID471126,Prime Suv,Btm Layout,Mg Road,,,,Customer related issue,,,462,,0,,,#NAME?,
2024-07-30 23:31:00,23:31:00,CNR4430675311,Success,CID104327,Prime Suv,Kadugodi,Sarjapur Road,147.0,145.0,,,Yes,Customer Demand,173,Cash,35,4.3,3.9,#NAME?,
2024-07-26 17:11:00,17:11:00,CNR6244900330,Success,CID719459,Bike,Bellandur,Electronic City,273.0,100.0,,,No,,440,Upi,41,4.7,4.3,#NAME?,
2024-07-16 06:00:00,6:00:00,CNR6933315493,Driver Not Found,CID184671,Auto,Rajarajeshwari Nagar,Peenya,,,,,,,415,,0,,,#NAME?,
2024-07-30 10:08:00,10:08:00,CNR4717748218,Canceled By Customer,CID714050,Ebike,Yelahanka,Marathahalli,,,AC is Not working,,,,496,,0,,,#NAME?,
2024-07-13 21:10:00,21:10:00,CNR4992975853,Success,CID710200,Mini,Electronic City,Basavanagudi,147.0,80.0,,,No,,493,Cash,34,3.3,4.6,#NAME?,
2024-07-18 23:34:00,23:34:00,CNR5763105052,Success,CID587047,Mini,Langford Town,Tumkur Road,42.0,25.0,,,No,,313,Cash,38,4.2,4.3,#NAME?,
2024-07-06 14:48:00,14:48:00,CNR3556677339,Success,CID663626,Mini,Jayanagar,Mg Road,301.0,85.0,,,No,,242,Cash,9,3.1,4.4,#NAME?,
2024-07-05 03:18:00,3:18:00,CNR4909691943,Success,CID901326,Prime Suv,Basavanagudi,Btm Layout,231.0,50.0,,,No,,907,Cash,19,3.2,4.7,#NAME?,
2024-07-15 14:46:00,14:46:00,CNR4603302542,Success,CID134920,Bike,Richmond Town,Ramamurthy Nagar,231.0,145.0,,,No,,448,Cash,7,3.0,3.9,#NAME?,
2024-07-06 04:40:00,4:40:00,CNR9649166434,Canceled By Driver,CID338811,Prime Suv,Sahakar Nagar,Shivajinagar,,,,Personal & Car related issue,,,747,,0,,,#NAME?,
2024-07-28 14:50:00,14:50:00,CNR2316766799,Success,CID787716,Ebike,Langford Town,Mysore Road,273.0,90.0,,,No,,964,Upi,24,4.1,4.0,#NAME?,
2024-07-16 02:01:00,2:01:00,CNR7914825088,Canceled By Driver,CID303225,Auto,Malleshwaram,Langford Town,,,,Customer was coughing/sick,,,109,,0,,,#NAME?,
2024-07-28 05:01:00,5:01:00,CNR1724942182,Success,CID439830,Auto,Jayanagar,Kengeri,308.0,30.0,,,No,,176,Upi,18,4.8,3.2,#NAME?,
2024-07-22 18:20:00,18:20:00,CNR8647589432,Driver Not Found,CID711701,Auto,Nagarbhavi,Jp Nagar,,,,,,,200,,0,,,#NAME?,
2024-07-11 08:21:00,8:21:00,CNR9240593058,Driver Not Found,CID942876,Prime Sedan,Langford Town,Chickpet,,,,,,,411,,0,,,#NAME?,
2024-07-11 01:49:00,1:49:00,CNR4646016865,Driver Not Found,CID812943,Prime Suv,Shivajinagar,Shivajinagar,,,,,,,269,,0,,,#NAME?,
2024-07-04 11:56:00,11:56:00,CNR8599960373,Success,CID429844,Bike,Magadi Road,Kammanahalli,133.0,90.0,,,No,,296,Upi,38,3.0,3.9,#NAME?,
2024-07-25 22:59:00,22:59:00,CNR4134066944,Success,CID135947,Auto,Shivajinagar,Banashankari,280.0,60.0,,,No,,450,Cash,2,3.2,4.1,#NAME?,
2024-07-21 22:01:00,22:01:00,CNR8733641055,Success,CID366570,Ebike,Padmanabhanagar,Kammanahalli,91.0,120.0,,,No,,234,Cash,5,3.6,3.8,#NAME?,
2024-07-27 01:54:00,1:54:00,CNR1477332284,Success,CID951225,Auto,Jp Nagar,Indiranagar,35.0,95.0,,,No,,1343,Upi,18,5.0,3.2,#NAME?,
2024-07-13 16:06:00,16:06:00,CNR9478467309,Success,CID157748,Prime Suv,Jp Nagar,Chickpet,77.0,115.0,,,No,,343,Cash,21,3.1,3.6,#NAME?,
2024-07-04 08:47:00,8:47:00,CNR6558532338,Driver Not Found,CID922079,Mini,Jayanagar,Magadi Road,,,,,,,355,,0,,,#NAME?,
2024-07-24 04:14:00,4:14:00,CNR8647507464,Success,CID513640,Prime Suv,Kammanahalli,Kr Puram,301.0,135.0,,,No,,866,Cash,31,4.1,4.8,#NAME?,
2024-07-20 23:46:00,23:46:00,CNR8718143127,Success,CID572849,Prime Sedan,Mg Road,Kadugodi,266.0,45.0,,,No,,131,Cash,42,4.5,3.8,#NAME?,
2024-07-18 12:53:00,12:53:00,CNR1791088242,Success,CID840817,Prime Sedan,Cox Town,Basavanagudi,245.0,65.0,,,No,,300,Cash,8,3.5,4.9,#NAME?,
2024-07-27 17:34:00,17:34:00,CNR6975846769,Success,CID132328,Auto,Hebbal,Malleshwaram,35.0,90.0,,,No,,353,Debit Card,1,3.5,3.1,#NAME?,
2024-07-02 00:35:00,0:35:00,CNR5012898155,Success,CID599154,Prime Sedan,Ulsoor,Malleshwaram,189.0,30.0,,,No,,885,Cash,1,5.0,4.3,#NAME?,
2024-07-15 16:14:00,16:14:00,CNR7196492984,Success,CID248194,Auto,Jp Nagar,Btm Layout,210.0,95.0,,,No,,387,Cash,7,4.3,3.9,#NAME?,
2024-07-17 11:10:00,11:10:00,CNR9325046028,Success,CID961893,Auto,Kr Puram,Hulimavu,98.0,95.0,,,No,,988,Upi,17,4.1,4.1,#NAME?,
2024-07-21 11:36:00,11:36:00,CNR8574131736,Canceled By Driver,CID935643,Prime Plus,Chickpet,Yelahanka,,,,Customer related issue,,,1691,,0,,,#NAME?,
2024-07-21 01:54:00,1:54:00,CNR6186534313,Canceled By Customer,CID527820,Prime Sedan,Electronic City,Kammanahalli,,,Driver is not moving towards pickup location,,,,374,,0,,,#NAME?,
2024-07-13 06:31:00,6:31:00,CNR4577784490,Success,CID959126,Bike,Richmond Town,Kammanahalli,238.0,30.0,,,No,,367,Cash,46,4.7,3.0,#NAME?,
2024-07-06 21:45:00,21:45:00,CNR2415202495,Success,CID215570,Prime Plus,Kr Puram,Devanahalli,266.0,110.0,,,No,,166,Upi,6,4.8,3.3,#NAME?,
2024-07-17 19:28:00,19:28:00,CNR3561032757,Success,CID296633,Prime Suv,Sahakar Nagar,Bannerghatta Road,126.0,100.0,,,No,,485,Upi,22,3.3,4.5,#NAME?,
2024-07-12 05:09:00,5:09:00,CNR1459715267,Success,CID593593,Auto,Hebbal,Chickpet,224.0,85.0,,,No,,392,Cash,6,4.0,4.5,#NAME?,
2024-07-22 00:43:00,0:43:00,CNR2489089028,Driver Not Found,CID129511,Ebike,Shivajinagar,Padmanabhanagar,,,,,,,923,,0,,,#NAME?,
2024-07-26 21:10:00,21:10:00,CNR4428178907,Success,CID595845,Auto,Peenya,Magadi Road,182.0,30.0,,,No,,393,Cash,9,4.3,4.7,#NAME?,
2024-07-20 15:42:00,15:42:00,CNR8128062857,Success,CID525147,Auto,Kadugodi,Sarjapur Road,147.0,135.0,,,No,,423,Cash,8,4.2,3.3,#NAME?,
2024-07-03 23:34:00,23:34:00,CNR6693607658,Success,CID294656,Mini,Majestic,Majestic,140.0,115.0,,,No,,419,Cash,49,3.0,3.7,#NAME?,
2024-07-12 05:37:00,5:37:00,CNR1458197659,Success,CID981588,Prime Suv,Basavanagudi,Nagarbhavi,119.0,65.0,,,No,,186,Cash,23,4.4,4.2,#NAME?,
2024-07-01 21:38:00,21:38:00,CNR7012605866,Success,CID943088,Prime Sedan,Magadi Road,Rt Nagar,133.0,115.0,,,No,,975,Cash,35,4.4,3.3,#NAME?,
2024-07-01 11:39:00,11:39:00,CNR9863698235,Success,CID176322,Bike,Whitefield,Padmanabhanagar,112.0,100.0,,,No,,355,Cash,33,3.7,5.0,#NAME?,
2024-07-25 05:13:00,5:13:00,CNR1118995021,Success,CID230040,Mini,Basavanagudi,Richmond Town,49.0,90.0,,,No,,135,Cash,8,3.7,4.2,#NAME?,
2024-07-10 01:43:00,1:43:00,CNR6510699453,Success,CID445132,Bike,Hosur Road,Rajajinagar,252.0,100.0,,,No,,645,Upi,39,4.7,3.5,#NAME?,
2024-07-21 13:03:00,13:03:00,CNR3241688488,Success,CID983759,Auto,Banashankari,Hsr Layout,49.0,65.0,,,No,,400,Upi,9,5.0,4.3,#NAME?,
2024-07-25 07:09:00,7:09:00,CNR4039170792,Success,CID788772,Auto,Hennur,Banashankari,112.0,100.0,,,No,,231,Cash,7,3.4,4.7,#NAME?,
2024-07-28 19:24:00,19:24:00,CNR1270358333,Success,CID859774,Prime Plus,Tumkur Road,Peenya,126.0,40.0,,,Yes,Customer Demand,293,Upi,20,3.3,3.7,#NAME?,
2024-07-16 20:51:00,20:51:00,CNR7298020402,Canceled By Customer,CID267126,Bike,Vijayanagar,Ramamurthy Nagar,,,Driver is not moving towards pickup location,,,,306,,0,,,#NAME?,
2024-07-20 13:20:00,13:20:00,CNR6428789508,Success,CID985704,Prime Suv,Ramamurthy Nagar,Magadi Road,63.0,145.0,,,No,,1186,Cash,13,3.5,4.0,#NAME?,
2024-07-28 15:24:00,15:24:00,CNR3176025121,Success,CID678175,Ebike,Yelahanka,Rajajinagar,182.0,110.0,,,No,,467,Cash,38,3.5,4.2,#NAME?,
2024-07-06 12:09:00,12:09:00,CNR8985269086,Success,CID539382,Mini,Hennur,Jp Nagar,35.0,75.0,,,No,,982,Cash,14,3.9,3.8,#NAME?,
2024-07-26 19:58:00,19:58:00,CNR1690888633,Canceled By Customer,CID644848,Ebike,Ramamurthy Nagar,Padmanabhanagar,,,Driver is not moving towards pickup location,,,,984,,0,,,#NAME?,
2024-07-24 18:25:00,18:25:00,CNR2361626151,Success,CID165364,Auto,Richmond Town,Kammanahalli,266.0,100.0,,,No,,451,Cash,19,4.2,4.9,#NAME?,
2024-07-14 00:32:00,0:32:00,CNR7543943560,Success,CID210619,Ebike,Langford Town,Langford Town,84.0,45.0,,,No,,151,Upi,13,4.9,4.5,#NAME?,
2024-07-25 17:12:00,17:12:00,CNR4371717999,Success,CID489626,Mini,Hosur Road,Yelahanka,252.0,120.0,,,No,,113,Upi,5,4.2,4.3,#NAME?,
2024-07-12 17:17:00,17:17:00,CNR3053733962,Canceled By Driver,CID998657,Ebike,Electronic City,Devanahalli,,,,Customer related issue,,,445,,0,,,#NAME?,
2024-07-22 12:10:00,12:10:00,CNR3846430468,Success,CID655585,Auto,Hsr Layout,Ramamurthy Nagar,245.0,25.0,,,No,,354,Cash,9,5.0,3.5,#NAME?,
2024-07-21 04:03:00,4:03:00,CNR3281086704,Success,CID428714,Ebike,Kr Puram,Tumkur Road,98.0,85.0,,,No,,598,Cash,17,3.5,3.9,#NAME?,
2024-07-30 18:57:00,18:57:00,CNR2075323845,Success,CID749652,Mini,Ulsoor,Magadi Road,119.0,45.0,,,No,,752,Cash,9,3.1,4.6,#NAME?,
2024-07-23 14:35:00,14:35:00,CNR3752923714,Success,CID628651,Mini,Hebbal,Koramangala,182.0,125.0,,,No,,264,Cash,13,5.0,4.9,#NAME?,
2024-07-22 03:50:00,3:50:00,CNR9762263738,Success,CID663162,Prime Suv,Banashankari,Vijayanagar,259.0,70.0,,,No,,113,Cash,46,4.6,4.5,#NAME?,
2024-07-08 19:26:00,19:26:00,CNR7845990143,Success,CID414131,Mini,Kr Puram,Btm Layout,168.0,45.0,,,No,,306,Cash,8,3.3,4.2,#NAME?,
2024-07-15 15:13:00,15:13:00,CNR9294692564,Success,CID232760,Bike,Yelahanka,Yelahanka,245.0,80.0,,,No,,329,Cash,15,3.7,4.4,#NAME?,
2024-07-06 20:55:00,20:55:00,CNR7032939037,Success,CID813983,Prime Plus,Rajajinagar,Nagarbhavi,112.0,135.0,,,No,,497,Cash,19,4.4,3.2,#NAME?,
2024-07-08 19:48:00,19:48:00,CNR6120210751,Canceled By Driver,CID841409,Prime Plus,Cox Town,Magadi Road,,,,Customer was coughing/sick,,,175,,0,,,#NAME?,
2024-07-28 03:50:00,3:50:00,CNR6013187448,Canceled By Driver,CID271997,Prime Suv,Hsr Layout,Btm Layout,,,,More than permitted people in there,,,429,,0,,,#NAME?,
2024-07-18 15:15:00,15:15:00,CNR6977843259,Driver Not Found,CID468910,Auto,Jayanagar,Koramangala,,,,,,,600,,0,,,#NAME?,
2024-07-19 11:41:00,11:41:00,CNR6690436758,Canceled By Customer,CID253765,Auto,Kengeri,Frazer Town,,,Driver is not moving towards pickup location,,,,608,,0,,,#NAME?,
2024-07-27 01:38:00,1:38:00,CNR7799250991,Success,CID347962,Bike,Marathahalli,Whitefield,140.0,85.0,,,Yes,Other Issue,180,Upi,45,3.2,3.5,#NAME?,
2024-07-05 16:51:00,16:51:00,CNR3119664492,Success,CID550237,Auto,Kadugodi,Koramangala,308.0,135.0,,,No,,394,Cash,2,4.0,3.2,#NAME?,
2024-07-12 09:49:00,9:49:00,CNR1410338097,Success,CID994263,Prime Plus,Bannerghatta Road,Yelahanka,196.0,140.0,,,Yes,Vehicle Breakdown,117,Upi,3,4.1,3.7,#NAME?,
2024-07-29 03:12:00,3:12:00,CNR3472705541,Success,CID585582,Bike,Richmond Town,Banashankari,301.0,105.0,,,No,,309,Upi,4,4.8,4.0,#NAME?,
2024-07-16 19:26:00,19:26:00,CNR5851166059,Success,CID415433,Prime Suv,Devanahalli,Jp Nagar,245.0,80.0,,,No,,170,Upi,39,3.9,4.9,#NAME?,
2024-07-26 16:50:00,16:50:00,CNR4401366503,Success,CID304853,Mini,Chickpet,Tumkur Road,154.0,115.0,,,No,,113,Cash,8,4.6,4.1,#NAME?,
2024-07-30 15:26:00,15:26:00,CNR4812104298,Success,CID954653,Bike,Mg Road,Kammanahalli,287.0,120.0,,,No,,450,Upi,39,3.5,4.2,#NAME?,
2024-07-26 19:53:00,19:53:00,CNR7479922150,Success,CID690119,Ebike,Banashankari,Shivajinagar,238.0,35.0,,,No,,140,Credit Card,31,3.1,3.3,#NAME?,
2024-07-24 17:53:00,17:53:00,CNR9273603684,Driver Not Found,CID891807,Prime Sedan,Ramamurthy Nagar,Kammanahalli,,,,,,,694,,0,,,#NAME?,
2024-07-20 20:02:00,20:02:00,CNR3675489432,Success,CID144745,Ebike,Kadugodi,Yelahanka,168.0,100.0,,,No,,1688,Upi,14,5.0,4.3,#NAME?,
2024-07-26 18:30:00,18:30:00,CNR2330086810,Success,CID416152,Prime Suv,Devanahalli,Whitefield,105.0,115.0,,,No,,442,Upi,25,3.8,3.2,#NAME?,
2024-07-20 23:58:00,23:58:00,CNR3956406227,Driver Not Found,CID173772,Mini,Kengeri,Indiranagar,,,,,,,192,,0,,,#NAME?,
2024-07-13 20:55:00,20:55:00,CNR3782734295,Success,CID759904,Ebike,Kengeri,Koramangala,231.0,80.0,,,No,,210,Cash,6,4.7,4.9,#NAME?,
2024-07-18 20:53:00,20:53:00,CNR7476238168,Success,CID963813,Bike,Ramamurthy Nagar,Ulsoor,161.0,75.0,,,No,,848,Cash,38,4.5,4.3,#NAME?,
2024-07-04 04:52:00,4:52:00,CNR9932896183,Canceled By Driver,CID405816,Ebike,Hosur Road,Ulsoor,,,,More than permitted people in there,,,433,,0,,,#NAME?,
2024-07-02 14:05:00,14:05:00,CNR5328522960,Canceled By Driver,CID186764,Bike,Electronic City,Marathahalli,,,,Customer was coughing/sick,,,298,,0,,,#NAME?,
2024-07-17 02:26:00,2:26:00,CNR6651844327,Success,CID863119,Prime Suv,Chickpet,Bellandur,42.0,105.0,,,No,,109,Upi,6,4.3,4.4,#NAME?,
2024-07-08 06:15:00,6:15:00,CNR4205256078,Success,CID662465,Ebike,Sahakar Nagar,Yeshwanthpur,49.0,30.0,,,No,,410,Upi,22,3.3,3.9,#NAME?,
2024-07-20 15:36:00,15:36:00,CNR2848681306,Canceled By Driver,CID507565,Prime Suv,Padmanabhanagar,Kadugodi,,,,Customer was coughing/sick,,,547,,0,,,#NAME?,
2024-07-22 20:31:00,20:31:00,CNR9580560841,Canceled By Driver,CID357944,Prime Sedan,Bannerghatta Road,Mg Road,,,,Customer related issue,,,169,,0,,,#NAME?,
2024-07-01 18:46:00,18:46:00,CNR2406472785,Canceled By Customer,CID285173,Mini,Kammanahalli,Electronic City,,,Change of plans,,,,481,,0,,,#NAME?,
